table_name,table,labels,domain,domains,page_title,section_title,headers
944836-4,"[[[[0, 0], [584935, 'An allocation of a frequency to a city of license for which no corresponding call sign or license has been assigned. FCC placeholder for possible future construction permits or frequencies allocated to non-US broadcast use. No call sign, identifier is a date (yymmdd) followed by a sequential two-letter value in the US FCC database.']], [[1, 0], [65469, '-TV or none (such as "" WABC-TV "" and "" WMYD "") Since the shutdown of all full power analog stations in June 2009, used only for historical records.']], [[2, 0], [4373338, '-CA, -LP, or a translator-style call sign (such as "" WDNN-CA "", "" WKGK-LP "", and "" W33BY "")']], [[3, 0], [3831142, '-LP, none (rare), or a translator-style call sign (such as "" WLPC-LP "", [ example needed ], and "" W47DL-D "")']], [[5, 0], [273107, 'Rare. These use the parent station\'s call sign plus a sequential number, such as WSTE1 , WSTE2 , WSTE3 . Nameplates for on-channel s repeater bear the parent station\'s call sign, followed by ""booster"". See distributed transmission . If the station is digital, and has on-channel boosters, they would typically be named WSTE-DT1 , WSTE-DT2 , WSTE-DT3 and so on.']], [[8, 0], [10897376, ""-DT, -TV or none (such as KGLA-DT , WSKY-TV or KJWP ) Some stations formerly used -HD but this has become obsolete (though it may sometimes still be seen identifying the station's main subchannel in a PSIP listing). The -DT suffix, optional for digital-only stations, was used primarily to distinguish a DTV transmission from an analog signal of the same broadcast (or is seen identifying the main subchannel of a station on a PSIP display); likewise, -TV is optional except if the eponymous radio stations exist.""]], [[9, 0], [5090410, '-CD or -LD (such as "" WDNI-CD "" and "" WYYW-CD "") Some stations briefly used -DC as well (this has since become obsolete). A scant few still use translator-style call signs with the -D suffix (such as "" W23BV-D "").']], [[10, 0], [4168560, '-LD or translator-style calls with -D suffix (such as "" WBND-LD "" and "" W38EA-D "") Some stations briefly used -DL as well (this has since become obsolete).']], [[11, 0], [12005231, 'no specific suffix; uses same call sign as station making a request for permission from the FCC to use a channel, power level or transmitter location not permanently allocated for one particular station. Temporary assignments retain, unmodified, the call sign of the corresponding permanent allocation; this includes translator-style calls (a format, such as W 55 ZZ -D, based on RF channel number plus a sequential identifier) even on those temporarily moving to another frequency.']]]]",[['broadcast.tv_station']],broadcast,{'broadcast'},list of north american broadcast station classes,fcc service table,['suffixes used or call sign examples']
19524512-1,"[[[[0, 1], [376118, 'Tango']], [[1, 1], [10001052, 'Schrammelmusik']], [[2, 1], [444068, 'Basque music']], [[3, 1], [43397, 'Polka']], [[4, 1], [1601244, ""Forró (in northeastern Brazil); Rio Grande do Sul's traditional music , which include the following genres: Milonga , Chamamé , Polca , Tango , Valsa , Xote , Rasguido Doble , Vanera , Bugio , Chamarra and Rancheira .""]], [[6, 1], [248269, 'French-Canadian music , Music of Newfoundland and Labrador']], [[7, 1], [435337, 'Inuit music']], [[8, 1], [461637, 'Cumbia , Vallenato']], [[9, 1], [6441991, 'Lezginka']], [[10, 1], [1267530, 'Cueca']], [[11, 1], [425107, 'Merengue']], [[12, 1], [172824, 'Klezmer']], [[13, 1], [1444274, 'Music of Southeastern Europe']], [[14, 1], [5884148, 'Baladi']], [[15, 1], [52691, 'Morris Dancing']], [[16, 1], [1196804, 'Bal-musette']], [[17, 1], [1281835, 'Rebetiko']], [[18, 1], [15177106, 'Irish traditional music (ceol, ""trad"")']], [[19, 1], [2154883, 'Saltarello']], [[20, 1], [277825, 'Tarantella']], [[21, 1], [1218795, 'Trot music']], [[22, 1], [964560, 'Norteño']], [[23, 1], [8753064, 'Levenslied']], [[24, 1], [63683, 'Country Dance , Bothy Band']], [[25, 1], [975074, 'Chicken scratch']], [[26, 1], [6799946, 'Boeremusiek']], [[27, 1], [246576, 'Cajun music']], [[28, 1], [151823, 'Tejano']], [[29, 1], [1192436, 'Western music']], [[30, 1], [171090, 'Zydeco']], [[31, 1], [10623, 'Generic traditional music not specified by name, such as Swiss folk music , etc., that can be any one of the entries in the list of cultural and regional genres of music .']]]]",[['music.genre']],music,"{'location', 'music'}",list of music styles that incorporate the accordion,traditional music styles incorporating the accordion,['style name']
3830560-10,"[[[[2, 0], [8083, '""Guilty Conscience"" (featuring Dr. Dre )']], [[6, 0], [190391, '""Stan"" (featuring Dido )']], [[19, 0], [192481, '""You Don\'t Know"" (featuring 50 Cent , Lloyd Banks and Cashis )']], [[24, 0], [2110323, '""Love the Way You Lie"" (featuring Rihanna )']], [[25, 0], [168540, '""No Love"" (featuring Lil Wayne )']]]]",[['celebrities.celebrity']],music,"{'film', 'celebrities', 'people', 'broadcast', 'music'}",eminem discography,music videos,['title']
34317978-2,"[[[[0, 0], [26713474, 'Rick Santorum']], [[1, 0], [168715, 'Ron Paul']], [[2, 0], [426208, 'Mitt Romney']], [[3, 0], [179187, 'Newt Gingrich']]]]",[['government.politician']],book,"{'people', 'government', 'book'}","united states presidential election in minnesota, 2012",republican caucuses,['candidate candidate']
34317978-3,"[[[[0, 0], [168715, 'Ron Paul']], [[1, 0], [26713474, 'Rick Santorum']], [[2, 0], [426208, 'Mitt Romney']]]]",[['government.politician']],book,"{'people', 'government', 'book'}","united states presidential election in minnesota, 2012",conventions,['candidate']
3329753-14,"[[[[0, 2], [24624, 'Pop , rock , R&B']], [[1, 2], [5247, 'Country , pop']], [[4, 2], [22090, 'Nu metal , rap metal, alternative rock']]]]",[['music.genre']],music,"{'broadcast', 'media_common', 'music'}",list of best-selling albums,references,['genre']
463873-2,"[[[[0, 0], [3105602, 'DZRJ-TV']], [[1, 0], [6553398, 'DWKC-TV']], [[2, 0], [9483960, 'DZOZ-TV']], [[3, 0], [6688575, 'DWXI-TV 1']], [[4, 0], [2191996, 'DWAO-TV']], [[5, 0], [7784738, 'DWNB-TV']], [[6, 0], [7124574, 'DWVN-TV']]]]",[['broadcast.tv_station']],broadcast,{'broadcast'},antipolo,uhf tv stations,['call sign']
19413144-2,"[[[[10, 0], [19610889, 'Michel Lang']], [[14, 0], [19610889, 'Michel Lang']], [[15, 0], [19610889, 'Michel Lang']]]]",[['tv.tv_director']],film,"{'film', 'tv', 'people'}",annie cordy,television,['director']
10736919-1,"[[[[0, 0], [5910480, 'Light Yagami']], [[1, 0], [9893990, 'L']], [[2, 0], [9023710, 'Misa Amane']], [[3, 0], [4486261, 'Naomi Misora']], [[6, 0], [4486261, 'Raye Iwamatsu']], [[7, 0], [4486261, 'Watari']], [[8, 0], [4486261, 'Soichiro Yagami']], [[9, 0], [4486261, 'Shiori Akino']], [[10, 0], [4486261, 'Sayu Yagami']], [[11, 0], [4486261, 'Kanzo Mogi']], [[12, 0], [4486261, 'Lind L. Taylor']], [[13, 0], [4486261, 'Sachiko Yagami']], [[14, 0], [4486261, 'Shuichi Aizawa']], [[15, 0], [4486261, 'Touta Matsuda']], [[16, 0], [4486261, 'Hirokazu Ukita']], [[18, 0], [4486261, 'Ryotaro Sakajo']]]]",[['tv.tv_character']],film,"{'film', 'people', 'tv', 'fictional_universe', 'comic_books'}",death note (film),cast,['character']
10742875-1,"[[[[4, 1], [111773, 'Pekin']], [[7, 1], [111765, 'Chillicothe']], [[8, 1], [111682, 'El Paso']], [[9, 1], [111412, 'Galesburg']], [[10, 1], [111773, 'Pekin']], [[11, 1], [111204, 'Farmington']], [[12, 1], [111767, 'Elmwood']], [[14, 1], [111774, 'Peoria']], [[15, 1], [112098, 'Eureka']], [[16, 1], [111762, 'Bartonville']], [[18, 1], [12731953, 'Dahinda']], [[19, 1], [111768, 'Glasford']], [[20, 1], [111675, 'Bloomington']], [[22, 1], [111967, 'Morton']], [[25, 1], [111199, 'Canton']], [[27, 1], [111773, 'Pekin']], [[28, 1], [111199, 'Canton']], [[29, 1], [111766, 'Dunlap']], [[30, 1], [111773, 'Pekin']], [[33, 1], [111199, 'Canton']]]]",[['location.citytown']],broadcast,"{'broadcast', 'location'}","media in peoria, illinois",fm,['city']
19848208-2,"[[[[0, 0], [13765, 'Henry Kissinger']], [[1, 0], [23087291, 'George Shultz']], [[2, 0], [213137, 'James Baker']], [[3, 0], [133249, 'Madeleine Albright']], [[4, 0], [6984, 'Colin Powell']], [[5, 0], [158177, 'Condoleezza Rice']], [[6, 0], [5043192, 'Hillary Rodham Clinton']]]]",[['government.politician']],book,"{'people', 'government', 'book'}",list of secretaries of state of the united states,living former secretaries of state,['name']
19852975-2,"[[[[2, 0], [8302500, 'William Witney']], [[6, 0], [8302500, 'William Witney']], [[28, 0], [2346882, 'Richard Whorf']], [[38, 0], [2631260, 'Mark Rydell']], [[42, 0], [380983, 'Richard Donner']], [[52, 0], [380983, 'Richard Donner']]]]",[['tv.tv_director']],film,"{'film', 'tv', 'people'}",list of the wild wild west episodes,season one: 1965 1966,['director(s)']
19853719-14,"[[[[0, 1], [167805, 'Gwen Stefani']], [[1, 1], [167805, 'Gwen Stefani']], [[2, 1], [167805, 'Gwen Stefani']]]]",[['celebrities.celebrity']],music,"{'film', 'celebrities', 'people', 'tv', 'broadcast', 'award', 'time', 'music'}",list of awards and nominations received by gwen stefani,california music awards,['recipient']
19853719-8,"[[[[0, 0], [167805, 'Gwen Stefani']], [[1, 0], [167805, 'Gwen Stefani']], [[2, 0], [167805, 'Gwen Stefani']]]]",[['celebrities.celebrity']],music,"{'film', 'celebrities', 'people', 'tv', 'broadcast', 'music'}",list of awards and nominations received by gwen stefani,mtv video music latino america awards,['recipient']
23258769-1,"[[[[0, 2], [180086, 'SWE : 2x Platinum']], [[1, 2], [180086, 'SWE : Platinum']], [[2, 2], [180086, 'SWE : Gold FR : Silver']]]]",[['award.award_presenting_organization']],music,"{'business', 'organization', 'award', 'music'}",agnes carlsson discography,studio albums,['certifications certifications']
10561075-1,"[[[[0, 1], [2945687, 'Vikram Bhatt']], [[1, 1], [2945687, 'Vikram Bhatt']], [[2, 1], [2945687, 'Vikram Bhatt']]]]",[['tv.tv_producer']],film,"{'film', 'tv', 'people'}",mohit suri,as,['director']
14556494-1,"[[[[0, 2], [72329, 'Ricou Browning']], [[1, 2], [72329, 'Ricou Browning']], [[2, 2], [72329, 'Ricou Browning']]]]","[['tv.tv_program_creator', 'tv.tv_producer']]",film,"{'film', 'tv', 'people'}",gill-man,films,['gill-man underwater']
1458661-1,"[[[[0, 0], [755848, 'Scooter , Janice , Beaker , Statler , Sweetums , various']], [[1, 0], [755848, 'Scooter , Janice , Beaker , Statler , Sweetums , various']], [[6, 0], [230135, 'Gladys the Cow , Feathered Friends Owl']], [[11, 0], [230135, 'Forgetful Jones , Placido Flamingo , Don Music , Gladys the Cow , Sully , Two-Headed Monster , various']], [[12, 0], [1057312, 'James the Red Engine']], [[13, 0], [100301, 'Miss Piggy (first season), Scooter , Janice (second season onwards), Beaker , Statler , Sweetums , various']]]]",[['tv.tv_character']],film,"{'film', 'tv', 'fictional_universe'}",richard hunt (puppeteer),filmography,['role']
40901216-2,"[[[[0, 1], [124417, 'Elko, Nevada']], [[1, 1], [129434, 'Mowrystown, Ohio']], [[2, 1], [130293, 'Loyal, Oklahoma']], [[3, 1], [8036642, 'Days Creek, Oregon']], [[4, 1], [130835, 'Lakeview, Oregon']], [[5, 1], [132088, 'Berwick, Pennsylvania']], [[6, 1], [133084, 'Plymouth, Pennsylvania']], [[7, 1], [135033, 'Onida, South Dakota']], [[8, 1], [57853, 'Pierre, South Dakota']], [[9, 1], [137539, 'Drakes Branch, Virginia']], [[10, 1], [32962280, 'Clearwater Lake, Wisconsin']], [[11, 1], [260401, 'Forestville, Wisconsin']], [[12, 1], [260532, 'Tomahawk, Wisconsin']]]]",[['location.citytown']],broadcast,"{'broadcast', 'location'}",radio 74,stations,['city of license']
40908590-1,"[[[[0, 0], [14429067, 'Glenn Anders']], [[5, 0], [11426284, 'Hazel Dawn']], [[8, 0], [60366415, 'Helen Flint']], [[14, 0], [692461, 'Charles Ruggles']]]]",[['theater.theater_actor']],film,"{'film', 'theater', 'people'}",the demi-virgin,productions,['broadway cast']
40909474-1,"[[[[0, 1], [3434750, 'United States']], [[1, 1], [3434750, 'United States']], [[2, 1], [3434750, 'United States']], [[3, 1], [3434750, 'United States']], [[4, 1], [23041, 'Puerto Rico']], [[5, 1], [3434750, 'United States']], [[6, 1], [3434750, 'United States']], [[7, 1], [14560, 'Ireland']], [[8, 1], [31717, 'United Kingdom']], [[9, 1], [14560, 'Ireland']], [[10, 1], [3434750, 'United States']], [[11, 1], [31717, 'United Kingdom']], [[12, 1], [3434750, 'United States']], [[13, 1], [3434750, 'United States']], [[14, 1], [31717, 'United Kingdom']], [[15, 1], [31717, 'United Kingdom']], [[16, 1], [3434750, 'United States']], [[17, 1], [3434750, 'United States']]]]",[['location.administrative_division']],music,"{'location', 'music'}",list of best-selling boy groups,best-selling boy groups,['country']
27086486-2,"[[[[0, 1], [285868, 'Cebu']], [[1, 1], [1356946, 'Iloilo']], [[2, 1], [489401, 'Davao']], [[3, 1], [25040821, 'Cagayan De Oro']], [[4, 1], [395973, 'Iligan']], [[5, 1], [1976373, 'Butuan']], [[6, 1], [308142, 'General Santos']], [[7, 1], [25167165, 'Zamboanga']]]]",[['location.citytown']],broadcast,"{'broadcast', 'location'}",um broadcasting network,fm stations,['location']
40747258-1,"[[[[0, 1], [112506, 'Morgantown, Indiana']], [[1, 1], [15269134, 'Hanna, Indiana']], [[2, 1], [112134, 'Montpelier, Indiana']], [[3, 1], [112298, 'Cicero, Indiana']], [[4, 1], [111307, 'Milford, Illinois']], [[5, 1], [141756, 'Marshall, Wisconsin']], [[6, 1], [117804, 'Richland, Michigan']], [[7, 1], [112357, 'Crothersville, Indiana']], [[8, 1], [4316635, 'Howe, Indiana']], [[9, 1], [112654, 'Seelyville, Indiana']], [[10, 1], [111049, 'Rosemont, Illinois']], [[11, 1], [33891128, 'Wonder Lake, Illinois']]]]",[['location.citytown']],broadcast,"{'broadcast', 'location'}",calvary radio network,full powered stations,['city of license']
3132017-1,"[[[[0, 0], [26700, 'Science']], [[1, 0], [26700, 'Science']], [[2, 0], [26700, 'Science']], [[3, 0], [26700, 'Science']]]]",[['award.award_discipline']],film,"{'film', 'education', 'media_common', 'tv', 'broadcast', 'award', 'book'}",robbinsdale armstrong high school,academics,['subject']
9041688-14,"[[[[0, 1], [77808, 'Disney Channel']], [[1, 1], [616591, 'ABC Family']], [[2, 1], [616591, 'ABC Family']], [[3, 1], [616591, 'ABC Family']], [[4, 1], [77808, 'Disney Channel']], [[5, 1], [616591, 'ABC Family']], [[6, 1], [77808, 'Disney Channel']], [[7, 1], [616591, 'ABC Family']], [[8, 1], [154549, 'Nickelodeon']], [[9, 1], [30873960, 'Lifetime']], [[10, 1], [616591, 'ABC Family']], [[11, 1], [616591, 'ABC Family']]]]",[['tv.tv_network']],film,"{'film', 'tv', 'people'}",2008 in american television,television movies (including scheduled),['network']
36115549-2,"[[[[0, 0], [2785519, 'Released: November 15, 2012 Label: DSP Media , CJ E&M Format: CD , digital download']], [[1, 0], [2785519, 'Released: July 11, 2013 Label: DSP Media , LOEN Entertainment Format: CD , digital download']], [[2, 0], [2785519, 'Released: October 28, 2013 Label: DSP Media , LOEN Entertainment Format: CD , digital download']]]]",[['tv.tv_program_creator']],music,"{'business', 'organization', 'tv', 'music'}",a-jax (band),extended plays,['album details album details']
36137382-1,"[[[[0, 3], [3116750, 'MMDA']], [[1, 3], [3116750, 'MMDA']], [[2, 3], [3116750, 'MMDA']], [[3, 3], [3116750, 'MMDA']], [[4, 3], [3116750, 'MMDA']], [[5, 3], [3116750, 'MMDA']], [[6, 3], [3116750, 'MMDA']]]]",[['award.award_presenting_organization']],film,"{'film', 'government', 'business', 'organization', 'award'}",2012 metro manila film festival,gross,['source']
361388-2,"[[[[0, 0], [72336, 'Barbra Streisand Category:Articles with hCards']], [[1, 0], [59216, 'Liza Minnelli Category:Articles with hCards']], [[2, 0], [18622049, 'James Earl Jones Category:Articles with hCards']]]]",[['theater.theater_actor']],music,"{'film', 'theater', 'people', 'tv', 'award', 'music'}","list of people who have won academy, emmy, grammy, and tony awards",honorary winners,['artist']
185702-4,"[[[[0, 1], [184813, '1970 , 1971']], [[1, 1], [192545, '1974 (part of Mouth & MacNeal )']], [[2, 1], [68757, '1969']]]]",[['award.competition']],music,"{'people', 'award', 'time', 'music'}",eurovision song contest 1980,returning artists,['previous year(s)']
35992142-2,"[[[[0, 1], [593, 'Animation']], [[1, 1], [20914042, 'Comedy']], [[2, 1], [20914042, 'Comedy , Crime , Drama']]]]",[['award.award_discipline']],film,"{'film', 'award', 'people'}",2012 in israeli film,announced/unscheduled releases,['genre']
22238077-1,"[[[[0, 0], [2065420, 'WMAR 2 / WJZ 13 2 WMAR 2 / WBAL 11 / WJZ 13 WJZ 13 WBAL 11 WJZ 13 WMAR 2 WNUV 54']], [[1, 0], [605304, 'WBZ-TV 2 / WNAC 7 (later WHDH) WBZ-TV WHDH-TV (later WCVB) WBZ 4 WSBK 38 5 WABU 68 (later WBPX) WLVI 56 WFXT 25 3']], [[2, 0], [189764, 'WGN 9 5 WFLD 32 3 WSNS 44 WCIU 26']], [[3, 0], [377211, 'WEWS 5 WXEL 8 (later WJW) WEWS 5 WJW 8 (later WJKW circa 1977 - 1979 ) WUAB 43 WKYC 3']], [[4, 0], [1499210, 'WDIV 4 (formerly WWDT & WWJ-TV) WJBK 2 3 WKBD 50 WDWB 20 (later WMYD)']], [[5, 0], [1355512, 'KTRK 13 1 KPRC 2 KHTV 39 (later KIAH) KRIV 26 3 KTXH 20 KNWS-TV 51']], [[6, 0], [2571892, 'KMBC 9 KBMA 41 (later KSHB) 5 WDAF 4 KSMO 62 KMBC 9 / KCWE 29 KMCI 38 (Opening Day and Sunday away games)']], [[7, 0], [869833, 'KCAL 9 (formerly KHJ) KTLA 5 5 KPXN 30 / KDOC 56 KCOP 13']], [[8, 0], [418644, 'WTCN 11 (later KARE) WCCO 4 3 KMSP 9 WFTC 29 KLGT 23 (later WUCW) KSTC 45']], [[9, 0], [1196887, 'W2XBS , later WNBT 4 WABD WPIX 11 5 WNYW 5 3 WCBS 2 2 WWOR 9 5']], [[10, 0], [1812530, 'KBHK 44 (later KBCW) KTVU 2 KPIX 5 2 KRON 4 KICU 36']], [[11, 0], [694528, 'KING 5 KSTW 11 5 KIRO 7 KAYU 28 (Spokane) KXLY 4 (Spokane)']], [[12, 0], [2311444, 'WWWB 32 (later WMOR)/ WTSP 10 (Sundays) WXPX 66']], [[13, 0], [1703532, 'KXAS 5 KTVT 11 3 5 KXTX 39 / KXAS 5 KDFI 27 / KDFW 4 KTXA 21']], [[14, 0], [3416065, 'CFTO 9 CTV BBS CBLT 5 / CBC CITY 57 (Preseason only) CBLFT 25 (French)']]]]",[['broadcast.tv_station']],broadcast,{'broadcast'},historical major league baseball over-the-air television broadcasters,american league,['stations']
36022184-2,"[[[[0, 4], [4513237, 'Chris Pine']], [[1, 4], [249897, 'Keira Knightley']], [[21, 4], [101407, 'Kenneth Branagh']], [[22, 4], [144152, 'Kevin Costner']]]]",[['celebrities.celebrity']],film,"{'celebrities', 'film', 'tv', 'people'}",jack ryan (film series),cast,['jack ryan: shadow recruit (2014)']
39577439-1,"[[[[0, 0], [193225, 'Fuji TV']], [[1, 0], [420771, 'TBS']], [[2, 0], [33564869, 'TV Asahi']], [[3, 0], [33564849, 'NTV']], [[4, 0], [420771, 'TBS']], [[5, 0], [33564869, 'TV Asahi']], [[6, 0], [33564869, 'TV Asahi']], [[7, 0], [193225, 'Fuji TV']]]]",[['tv.tv_program_creator']],film,"{'film', 'organization', 'tv', 'business'}",ryo ryusei,tv series,['network']
507576-4,"[[[[0, 2], [468050, 'David Wolf']], [[1, 2], [468039, 'Jeffrey Ashby']], [[2, 2], [468008, 'Sandra Magnus']], [[3, 2], [468025, 'Pamela Melroy']], [[4, 2], [468017, 'Piers Sellers']], [[5, 2], [677314, 'Fyodor Yurchikhin']], [[6, 2], [468050, 'David Wolf']], [[7, 2], [468008, 'Sandra Magnus']], [[8, 2], [468025, 'Pamela Melroy']], [[9, 2], [468017, 'Piers Sellers']], [[10, 2], [468039, 'Jeffrey Ashby']]]]",[['spaceflight.astronaut']],music,"{'people', 'broadcast', 'spaceflight', 'music'}",sts-112,wake-up calls,['played for']
19738865-2,"[[[[0, 1], [674954, 'Sun Sports']], [[1, 1], [674954, 'Sun Sports']], [[2, 1], [674954, 'Sun Sports']], [[3, 1], [674954, 'Sun Sports']], [[4, 1], [674954, 'Sun Sports']], [[5, 1], [674954, 'Sun Sports/Sunshine Network']], [[6, 1], [674954, 'Sunshine Network , WBFS-TV , and WFOR-TV']], [[7, 1], [674954, 'Sunshine Network , WBFS-TV , and WFOR-TV']], [[8, 1], [674954, 'Sunshine Network , WBFS-TV , and WFOR-TV']], [[9, 1], [674954, 'Sunshine Network , WBFS-TV , and WFOR-TV']]]]","[['broadcast.tv_station', 'tv.tv_network']]",broadcast,"{'people', 'tv', 'broadcast', 'organization', 'time'}",list of miami heat broadcasters,2000s,['channel']
